entry_date,exit_date,entry_price,exit_price,direction,pnl,pnl_pct,result,entry_prediction,holding_period
2024-12-01 00:00:00+05:30,2025-01-12 00:00:00+05:30,25019.80078125,25637.80078125,LONG,2467.5736045934846,2.4700436482417265,WIN,1,42
2025-01-19 00:00:00+05:30,2025-03-16 00:00:00+05:30,25461.0,24426.849609375,LONG,-4149.656119237028,-4.0617037454341975,LOSS,1,56
2025-03-23 00:00:00+05:30,2025-04-27 00:00:00+05:30,24741.0,25285.349609375,LONG,2152.1329858288154,2.2001924310860455,WIN,1,35
2025-05-04 00:00:00+05:30,2025-06-01 00:00:00+05:30,25709.849609375,25910.05078125,LONG,776.9043722492424,0.7786944494688752,WIN,1,28
2025-06-08 00:00:00+05:30,2025-10-19 00:00:00+05:30,26068.150390625,22713.099609375,LONG,-12914.941105122476,-12.870306220331573,LOSS,1,133
2025-10-26 00:00:00+05:30,2025-12-28 00:00:00+05:30,24050.599609375,23123.0,LONG,-3364.8920987757624,-3.8568668741773005,LOSS,1,63
