entry_date,exit_date,entry_price,exit_price,direction,pnl,pnl_pct,result,entry_prediction,holding_period
2023-10-22 00:00:00+05:30,2024-02-18 00:00:00+05:30,22513.69921875,24717.69921875,LONG,9779.80552465713,9.789595119776905,WIN,1,119
2024-02-25 00:00:00+05:30,2024-03-17 00:00:00+05:30,24367.5,25235.900390625,LONG,3901.2649442700463,3.5637648122499144,WIN,1,21
2024-03-24 00:00:00+05:30,2024-04-14 00:00:00+05:30,24852.150390625,26178.94921875,LONG,6040.755829751997,5.338768707216213,WIN,1,21
2024-04-21 00:00:00+05:30,2025-12-28 00:00:00+05:30,25014.599609375,23216.599609375,LONG,-8550.422076952025,-7.187802435686974,LOSS,1,616
