entry_date,exit_date,entry_price,exit_price,direction,pnl,pnl_pct,result,entry_prediction,holding_period
2024-12-01 00:00:00+05:30,2024-12-15 00:00:00+05:30,25019.80078125,24750.69921875,LONG,-1074.4788229447634,-1.0755543773220855,LOSS,1,14
2024-12-22 00:00:00+05:30,2025-01-12 00:00:00+05:30,25003.05078125,25637.80078125,LONG,2503.8313324964474,2.5386902004614686,WIN,1,21
2025-01-19 00:00:00+05:30,2025-04-20 00:00:00+05:30,25461.0,24894.25,LONG,-2246.67855654762,-2.225953418954474,LOSS,1,91
2025-05-04 00:00:00+05:30,2025-08-17 00:00:00+05:30,25709.849609375,25320.650390625,LONG,-1490.8775009252588,-1.5138136732160468,LOSS,1,105
2025-08-24 00:00:00+05:30,2025-11-30 00:00:00+05:30,25693.69921875,23643.5,LONG,-7723.934459567157,-7.97938514534281,LOSS,1,98
2025-12-07 00:00:00+05:30,2025-12-28 00:00:00+05:30,23719.30078125,23123.0,LONG,-2234.6579504260676,-2.513989711371989,LOSS,1,21
